name,price,Brand,Collection,Series,Model No,Features,Movement,Calibre,Case Size,Case Thickness,Case Shape,Case Material,Case Back,Glass Material,Luminosity,Dial Colour,Hands,Indexes,Strap Material,Strap Colour,Clasp Type,Buckle/Clasp Material,EAN,Gender,Water Resistance (M),Warranty Period,Country of Origin,Reference,Display,Power Reserve,Jewels,Frequency,Precious Stone,Interchangeable Strap,Bezel,Lug Width,Limited Edition,Diameter,Date,Chronograph,Base,Frequency (bph),Power Reserve (hours),jewels,Dial Type
Longines Master Collection,368000,Longines,The Longines Master Collection,,L2.773.4.61.2,"Chronograph, Day-Date, Moon Phase, Small Seconds, Month, 24 Hour Indicator",Automatic,L687,42.0,14.2,Round,Steel,See-through Case Back,Sapphire Crystal,,Anthracite,,Roman Numerals,Leather,Grey,Triple Folding Clasp With Push Buttons,,,Men,30,5 Years,Switzerland,L687,Analog,Approx. 66 hours,,28800 bph,,0,,21.0,0,,,,,28800.0,0.66,,
Anatom Automatic,332400,Rado,Anatom,,R10202309,Date,Automatic,R766,32.5,11.3,Square,Steel & Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Brown,,,Rubber,Black,Triple Folding Clasp,Steel & Ceramic,7612819064536.0,Unisex,50,5 Years,Switzerland,R766,Analog,Approx. 72 hours,21.0,,,0,,,0,,,,,,0.72,,
Centrix Automatic Diamonds,227100,Rado,Centrix,,R30008712,Date,Automatic,R763,39.5,11.3,Round,Steel & Yellow Gold PVD,See-through Case Back,Sapphire Crystal,,Black,,Diamond,"Ceramic, Steel & Yellow Gold PVD",Black & Yellow Gold,,,7612819064475.0,Unisex,50,5 Years,Switzerland,R763,Analog,Approx. 80 hours,25.0,,On Dial,0,,,0,,,,,,0.8,,
Centrix Automatic Diamonds,260400,Rado,Centrix,,R30008742,Date,Automatic,R763,39.5,11.3,Round,Steel & Yellow Gold PVD,See-through Case Back,Sapphire Crystal,,Black,,Diamond,"Ceramic, Steel & Yellow Gold PVD",Black & Yellow Gold,,,7612819064482.0,Unisex,50,5 Years,Switzerland,R763,Analog,Approx. 80 hours,25.0,,On Dial,0,,,0,,,,,,0.8,,
Centrix Automatic Diamonds,260400,Rado,Centrix,,R30037742,Date,Automatic,R763,35.0,11.1,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,,Diamond,"Ceramic, Steel & Rose Gold PVD",Grey & Rose Gold,,,7612819064567.0,Women,50,5 Years,Switzerland,R763,Analog,Approx. 80 hours,25.0,,On Dial,0,,,0,,,,,,0.8,,
Centrix Automatic Diamonds,260400,Rado,Centrix,,R30037744,Date,Automatic,R763,35.0,11.1,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,,Silver,,Diamond,"Ceramic, Steel & Rose Gold PVD",White & Rose Gold,,,7612819064574.0,Women,50,5 Years,Switzerland,R763,Analog,Approx. 80 hours,25.0,,On Dial,0,,,0,,,,,,0.8,,
DiaMaster Thinline Automatic,160700,Rado,DiaMaster,,R14067166,Date,Automatic,R766,40.7,8.3,Round,Ceramos™,See-through Case Back,Sapphire Crystal,,Black,,,Leather,Black,,Ceramos™,7612819064369.0,Men,50,5 Years,Switzerland,R766,Analog,Approx. 72 hours,21.0,,,0,,,0,,,,,,0.72,,
Florence,105300,Rado,Florence,,R48913163,Date,Quartz,R079,30.0,7.8,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,,,7612819064673.0,Women,50,5 Years,Switzerland,R079,Analog,,,,,0,,,0,,,,,,,,
Florence,105300,Rado,Florence,,R48912163,Date,Quartz,R073,38.0,8.7,Round,Steel,,Sapphire Crystal,,Black,,,Steel,Silver,,,7612819064680.0,Unisex,50,5 Years,Switzerland,R073,Analog,,,,,0,,,0,,,,,,,,
5 Sports Automatic India Limited Edition Watch,32000,Seiko,5 Sports,SKX,SRPK81K1,Day-Date,Automatic,4R36,42.5,,Round,Steel,,Hardlex Crystal,"On Hands, Hour Markers",Blue,,,Steel,Silver,,,4954628252449.0,Men,100,2 Years,Japan,4R36,Analog,Approx. 41 hours,24.0,,,0,Unidirectional Rotating Bezel,,1,,,,,,0.41,,
Aquaracer Professional 200 Solargraph,234600,TAG Heuer,Aquaracer,Professional 200,WBP1312.BA0005,Date,Quartz,TH50-01,34.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",White MOP,Plongeur,Baton,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533172357.0,Women,200,2 Years,Switzerland,TH50-01,Analog,,,,,0,Unidirectional Rotating Bezel,15.3,0,,,,,,,,
Aquaracer Professional 200 Solargraph,214200,TAG Heuer,Aquaracer,Professional 200,WBP1311.BA0005,Date,Quartz,TH50-01,34.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Blue,Plongeur,Baton,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533172340.0,Women,200,2 Years,Switzerland,TH50-01,Analog,,,,,0,Unidirectional Rotating Bezel,15.3,0,,,,,,,,
Aquaracer Professional 200 Solargraph,295800,TAG Heuer,Aquaracer,Professional 200,WBP1313.BA0005,Date,Quartz,TH50-01,34.0,12.0,Round,Steel,,Sapphire Crystal,On Hands,White MOP,Plongeur,Diamond,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533173590.0,Women,200,2 Years,Switzerland,TH50-01,Analog,,,,On Dial,0,Unidirectional Rotating Bezel,15.3,0,,,,,,,,
Carrera Chronograph,652800,TAG Heuer,Carrera,,CBS2211.FC6545,"Chronograph, Date",Automatic,TH20-07,39.0,13.9,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Pencil,Baton,Leather,Black,Folding Clasp with Push Buttons,Steel,7612533170285.0,Men,100,2 Years,Switzerland,TH20-07,Analog,Approx. 80 hours,33.0,28800 bph,,0,,,0,,,,,28800.0,0.8,,
Chronomaster Sport,1040000,Zenith,Chronomaster,Sport,03.3114.3600/51.M3100,"Chronograph, Date, Small Seconds, 1/10th Seconds",Automatic,El Primero 3600,41.0,13.6,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Baton,Baton,Steel,Silver,Folding Clasp,Steel,7613061032915.0,Unisex,100,2 Years + 3 years warranty extension by registering here,Switzerland,El Primero 3600,Analog,Approx. 60 hours,35.0,36000 bph,,0,,,0,,,,,36000.0,0.6,,
Zeppelin men’s automatic watch with date and sea plastic strap,25200,Zeppelin,LZ 129 Hindenburg,,80642_N,Date,Automatic,Citizen-Miyota 821A,40.0,11.0,Round,Steel,See-through Case Back,Mineral Crystal,,Black & Green,,Arabic Numerals,Rubber,Black,,,4041338806427.0,Men,50,2 Years,Germany,Citizen-Miyota 821A,Analog,,21.0,,,0,,,0,,,,,,,,
Freak X 43 mm,2850000,Ulysse Nardin,Freak,Freak X,2303-270.2/03,Open Balance Wheel,Automatic,UN-230 Manufacture,43.0,14.0,Round,Titanium & Blue PVD,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,,Leather,Blue,Hook-and-loop Clasp,Titanium,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-230 Manufacture,Analog,Approx. 72 hours,21.0,21600 bph,,0,,,0,,,,,21600.0,0.72,,
Blast Skeleton X 42 mm,2300000,Ulysse Nardin,Blast,Blast Skeleton X,3713-260/03,,Manual Winding,UN-371 Manufacture,42.0,13.0,Round,Titanium,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Skeleton,,,Leather,Blue,,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-371 Manufacture,Analog,Approx. 96 hours,21.0,21600 bph,,0,,,0,,,,,21600.0,0.96,,
Blast Skeleton X 43 mm,2740000,Ulysse Nardin,Blast,Blast Skeleton X,3715-260-3/CARB,,Manual Winding,UN-371 Manufacture,43.0,,Round,Carbonium®,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Skeleton,,,Rubber,Black,,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-371 Manufacture,Analog,Approx. 96 hours,21.0,21600 bph,,0,,,0,,,,,21600.0,0.96,,
Blast Dual Time 42 mm,1030000,Ulysse Nardin,Blast,Blast Dual Time,243-20/42,"Date, Dual Time, Small Seconds",Automatic,UN-24,42.0,13.0,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,,,Leather,Black,Tang Buckle,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-24,Analog,Approx. 42 hours,34.0,28800 bph,,0,,,0,,,,,28800.0,0.42,,
Blast Dual Time 42 mm,1030000,Ulysse Nardin,Blast,Blast Dual Time,243-20-3/43,"Date, Dual Time, Small Seconds",Automatic,UN-24,42.0,,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,Roman Numerals,Rubber,Blue,Tang Buckle,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-24,Analog,Approx. 42 hours,34.0,28800 bph,,0,,,0,,,,,28800.0,0.42,,
Diver Net Azure 44 mm,1380000,Ulysse Nardin,Diver,Diver X,1183-170-2B/3A,"Date, Power Reserve Indicator, Small Seconds",Automatic,UN-118 Manufacture,44.0,,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,,,Rubber,Blue,,,,Men,300,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-118 Manufacture,Analog,Approx. 60 hours,50.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,,28800.0,0.6,,
Diver 44 mm,1020000,Ulysse Nardin,Diver,Diver 44mm,1183-170-3/92,"Date, Power Reserve Indicator, Small Seconds",Automatic,UN-118 Manufacture,44.0,13.1,Round,Titanium,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,,,Rubber,Black,Tang Buckle,Titanium,,Men,300,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-118 Manufacture,Analog,Approx. 60 hours,50.0,28800 bph,,0,Unidirectional Rotating Bezel,,0,,,,,28800.0,0.6,,
Diver Chronograph 44 mm,1360000,Ulysse Nardin,Diver,Diver Chronograph,1503-170-3/93,"Chronograph, Date, Small Seconds",Automatic,UN-150 Manufacture,44.0,,Round,Titanium,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,,Rubber,Blue,Tang Buckle,,,Men,300,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-150 Manufacture,Analog,Approx. 48 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,1,,,,,28800.0,0.48,,
Marine Torpilleur Moonphase 42 mm,2480000,Ulysse Nardin,Marine,Torpilleur Moonphase,1192-310-0A/1A,"Moon Phase, Small Seconds",Automatic,UN-119 Manufacture,42.0,11.0,Round,Rose Gold,See-through Case Back,Sapphire Crystal,,White,,Roman Numerals,Leather,Blue,Deployment Buckle,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-119 Manufacture,Analog,Approx. 60 hours,45.0,28800 bph,,0,,,0,,,,,28800.0,0.6,,
Diver Starry Night 39 mm,1530000,Ulysse Nardin,Diver,Diver 39mm,8163-182B1-3A/3A,Date,Automatic,UN-816,39.0,11.0,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Blue MOP,Baton,Diamond,Rubber,Blue,Pin Buckle,,,Women,300,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-816,Analog,Approx. 42 hours,25.0,28800 bph,On Bezel & Dial,0,Unidirectional Rotating Bezel,,0,,,,,28800.0,0.42,,
Marine Torpilleur Dual Time 44 mm,1260000,Ulysse Nardin,Marine,Marine Torpilleur Dual Time,3343-320-3A/1A,"Date, Dual Time, Small Seconds",Automatic,UN-334,44.0,,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,,Roman Numerals,Leather,Blue,Folding Clasp,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-334,Analog,approx. 48 hours,49.0,28800 bph,,0,,,0,,,,,28800.0,0.48,,
Marine Torpilleur 42 mm,2120000,Ulysse Nardin,Marine,Marine Torpilleur,1182-310/42,,Automatic,UN-118 Manufacture,42.0,11.4,Round,Rose Gold,See-through Case Back,Sapphire Crystal,,Black,,Roman Numerals,Leather,Black,Folding Clasp,,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-118 Manufacture,Analog,Approx. 60 hours,50.0,28800 bph,,0,,,0,,,,,28800.0,0.6,,
Diver X Skeleton Azure 44 mm,2850000,Ulysse Nardin,Diver,Diver X,3723-170-2B/3A,,Automatic,UN-372 Manufacture,44.0,16.0,Round,Titanium & Carbonium®,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Skeleton,,,Rubber,Blue,Pin Buckle,,,Men,200,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-372 Manufacture,Analog,Approx. 72 hours,,21600 bph,,0,Unidirectional Rotating Bezel,,0,,,,,21600.0,0.72,,
Marine Torpilleur India Edition 42 mm,1270000,Ulysse Nardin,Marine,Marine Torpilleur,1183-310LE/45-IND,"Date, Power Reserve Indicator, Small Seconds",Automatic,UN-118 Manufacture,42.0,,Round,Rose Gold,See-through Case Back,Sapphire Crystal,,Brown,,Roman Numerals,Leather,Brown,Pin Buckle,Steel,,Men,50,2 Years + 3 years warranty extension by scanning the QR code on the warranty card within 1 year of purchase.,Switzerland,UN-118 Manufacture,Analog,Approx. 60 hours,50.0,28800 bph,,0,,,1,,,,,28800.0,0.6,,
Avenger Automatic GMT 44,502200,Breitling,Avenger,,A32320101B1A1,"Date, GMT",Automatic,Breitling 32,44.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Black,Pencil,,Steel,Silver,Folding Clasp,Steel,,Men,300,2 Years,Switzerland,Breitling 32,Analog,Approx. 42 hours,25.0,28800 bph,,0,Bi-directional Rotating Bezel,22.0,0,,,,,28800.0,0.42,,
Classic Fusion Ceramic King Gold,920000,Hublot,Classic Fusion,3-Hands,581.CO.1480.RX,Date,Quartz,HUB2912,33.0,,Round,Rose Gold & Ceramic,,Sapphire Crystal,,Black,,,Rubber,Black,Deployant Buckle,,,Men,50,2 Years,Switzerland,HUB2912,Analog,,,,,0,,,0,,,,,,,,
Big Pilot’s Watch 43,842000,IWC,Pilot’s Watches,,IW329306,,Automatic,82100,43.0,13.6,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Alpha,Arabic Numerals,Rubber,Green,Folding Clasp,Steel,7613375747659.0,Men,100,2 Years + 6 years warranty extension by registering here,Switzerland,82100,Analog,Approx. 60 hours,22.0,28800 bph,,1,,21.0,0,,,,,28800.0,0.6,,
Reverso Classic Duetto,2230000,Jaeger-LeCoultre,Reverso,Reverso Classic,Q2662530,,Manual Winding,844,34.2,8.7,Rectangular,Rose Gold,,Sapphire Crystal,,Silver,Sword,,Leather,Black,Pin Buckle,Rose Gold,7630053335854.0,Women,30,2 Years + 6 years warranty extension by registering here,Switzerland,844,Analog,Approx. 38 hours,18.0,21600 bph,On Bezel,1,,15.0,0,,,,,21600.0,0.38,,
Formula 1 Chronograph,193800,TAG Heuer,Formula 1,,CAZ101AM.FT8054,"Chronograph, Date, Small Seconds, Tachymeter, 1/10th Seconds",Quartz,,43.0,12.4,Round,Steel & Black PVD,,Sapphire Crystal,"On Hands, Hour Markers",Yellow,Baton,Baton,Rubber,Yellow,Pin Buckle,Steel,7612533166813.0,Men,200,2 Years,Switzerland,,,,,,,0,Unidirectional Rotating Bezel,21.5,0,,,,,,,,
Carrera Chronograph,657900,TAG Heuer,Carrera,,CBN2A1N.BA0643,"Chronograph, Date, Small Seconds, Tachymeter, 1/4th seconds",Automatic,Heuer 02,44.0,15.27,Round,Steel & Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Pencil,Arabic Numerals,Steel,Silver,Folding Clasp with Push Buttons,Steel,7612533170476.0,Men,100,2 Years,Switzerland,Heuer 02,Analog,Approx. 80 hours,33.0,28800 bph,,0,,,0,,,,,28800.0,0.8,,
BR-X5 Green LUM 41 mm,1300000,Bell & Ross,Urban,BR-X5,BRX5R-LUM-TC/SRB,"Date, Power Reserve Indicator",Automatic,BR-CAL.323,41.0,12.8,Square,Titanium & Black DLC,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Case",Black,Baton,,Rubber,Black,Folding Clasp,Steel & Black DLC,3700728872893.0,Men,100,2 Years,Switzerland,BR-CAL.323,Analog,Approx. 70 hours,28.0,28800 bph,,0,,,1,,,,,28800.0,0.7,,
New BR 03 Phantom 41 mm,420000,Bell & Ross,Instruments,BR 03 Auto,BR03A-PH-CE/SRB,Date,Automatic,BR-CAL.302,41.0,10.6,Square,Ceramic,,Sapphire Crystal,"On Hands, Hour Markers",Black,,,Rubber,Black,Pin Buckle,Steel & Black PVD,,Men,100,2 Years,Switzerland,BR-CAL.302,Analog,Approx. 54 hours,25.0,28800 bph,,0,,,0,,,,,28800.0,0.54,,
BR 03 Cyber Ceramic 42 mm,1230000,Bell & Ross,Concept,Cyber,BR03-CYBER-CE,,Automatic,BR-CAL.383,42.0,,Square,Ceramic,See-through Case Back,Sapphire Crystal,On Hands,Skeleton,Baton,,Rubber,Black,Pin Buckle,Steel & Black PVD,,Men,50,5 Years,Switzerland,BR-CAL.383,Analog,Approx. 48 hours,25.0,28800 bph,,0,,,1,,,,,28800.0,0.48,,
Highlife Automatic COSC,189500,Frederique Constant,Highlife,Highlife Automatic COSC,FC-303BL3NH6B,Date,Automatic,FC-303,39.0,10.34,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,,Steel,Silver,Folding Clasp,,,Men,100,2 Years,Switzerland,FC-303,Analog,Approx. 38 hours,26.0,28800 bph,,0,,24.0,0,,,,SW200,28800.0,0.38,,
Classics Art Déco Carrée,113500,Frederique Constant,Classics,Classics Art Déco Carrée,FC-200MPW2AC2B,,Quartz,FC-200,20.7,6.98,Rectangular,Steel & Rose Gold PVD,,Sapphire Crystal,,White MOP,,Roman Numerals,Steel & Rose Gold PVD,Silver & Rose Gold,,,,Women,30,2 Years,Switzerland,FC-200,Analog,,,,,0,,,0,,,,,,,,
Highlife Chronograph Automatic,332000,Frederique Constant,Highlife,Highlife Chronograph Automatic,FC-391SB4NH6B,"Chronograph, Date, Small Seconds",Automatic,FC-391,41.0,14.22,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Silver,,,Steel,Silver,Folding Clasp with Push Buttons,,,Men,100,2 Years,Switzerland,FC-391,Analog,Approx. 60 hours,26.0,28800 bph,,0,,25.5,1,,,,LJPL110,28800.0,0.6,,
Highlife Automatic,189500,Frederique Constant,Highlife,Highlife Automatic,FC-303TA3NH6B,Date,Automatic,FC-303,39.0,10.34,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,,Steel,Silver,Folding Clasp with Push Buttons,,,Men,100,2 Years,Switzerland,FC-303,Analog,Approx. 38 hours,26.0,28800 bph,,0,,24.0,1,,,,SW200,28800.0,0.38,,
Highlife Automatic COSC,189500,Frederique Constant,Highlife,Highlife Automatic COSC,FC-303S3NH26B,Date,Automatic,FC-303,39.0,10.34,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Silver,,,Steel,Silver,Folding Clasp with Push Buttons,,,Men,100,2 Years,Switzerland,FC-303,Analog,Approx. 38 hours,26.0,28800 bph,,0,,24.0,0,,,,SW200,28800.0,0.38,,
Highlife Automatic COSC,227500,Frederique Constant,Highlife,Highlife Automatic COSC,FC-303N3NH4,Date,Automatic,FC-303,39.0,10.34,Round,Steel & Rose Gold PVD,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,,Leather,Blue,Pin Buckle,,,Men,100,2 Years,Switzerland,FC-303,Analog,Approx. 38 hours,26.0,28800 bph,,0,,24.0,0,,,,SW200,28800.0,0.38,,
De Ville Prestige 41 mm,590400,Omega,De Ville,Prestige,434.10.41.21.10.001,"Date, Power Reserve Indicator, Small Seconds",Automatic,8810,41.0,10.8,Round,Steel,See-through Case Back,Sapphire Crystal,,Pink,,Roman Numerals,Steel,Silver,Butterfly Clasp,,7612586320231.0,Men,30,5 Years,Switzerland,8810,Analog,Approx. 55 hours,,25200 bph,,0,,19.0,0,,,,,25200.0,0.55,,
Seamaster Diver 300M 42 mm,868900,Omega,Seamaster,Diver 300M,522.21.42.20.04.001,"Date, Helium Escape Valve",Automatic,8800,42.0,13.7,Round,Steel & Moonshine™ Gold,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",White,,,Steel,Silver,Folding Clasp,,7612586327551.0,Men,300,5 Years,Switzerland,8800,Analog,Approx. 55 hours,,25200 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,25200.0,0.55,,
Seamaster Planet Ocean 6000M 45.5 mm,1269900,Omega,Seamaster,Planet Ocean,215.30.46.21.03.002,,Automatic,8912,45.5,18.1,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Steel,Silver,Folding Clasp,,7612586326417.0,Men,6000,5 Years,Switzerland,8912,Analog,Approx. 60 hours,,,,0,Unidirectional Rotating Bezel,22.0,0,,,,,,0.6,,
Anatom Automatic,332400,Rado,Anatom,,R10202319,Date,Automatic,R766,32.5,11.3,Square,Steel & Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,,,Rubber,Black,Triple Folding Clasp,Steel & Ceramic,7612819064550.0,Unisex,50,5 Years,Switzerland,R766,Analog,Approx. 72 hours,21.0,,,0,,,0,,,,,,0.72,,
Anatom Automatic,332400,Rado,Anatom,,R10202209,Date,Automatic,R766,32.5,11.3,Square,Steel & Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,,,Rubber,Black,Triple Folding Clasp,Steel & Ceramic,7612819064529.0,Unisex,50,5 Years,Switzerland,R766,Analog,Approx. 72 hours,21.0,,,0,,,0,,,,,,0.72,,
Superocean Automatic 44,474300,Breitling,Superocean,,A17376A31L1A1,,Automatic,Breitling 17,44.0,12.6,Round,Steel & Ceramic,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Green,Pencil,,Steel,Silver,Folding Clasp,,,Men,300,2 Years,Switzerland,Breitling 17,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,22.0,0,,,,,28800.0,0.38,,
Navitimer B01 Chronograph 46,823100,Breitling,Navitimer,,AB0137211B1P1,"Chronograph, Date, Small Seconds, 1/4th seconds",Automatic,Breitling 01 (Manufacture),46.0,13.9,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,Pencil,Baton,Leather,Black,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,47.0,28800 bph,,0,Bi-directional Rotating Bezel,24.0,0,,,,,28800.0,0.7,,
Navitimer B01 Chronograph 43,846300,Breitling,Navitimer,,AB0138241L1A1,"Chronograph, Date, Small Seconds, 1/4th seconds",Automatic,Breitling 01 (Manufacture),43.0,13.6,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Pencil,Baton,Steel,Silver,Folding Clasp,Steel,,Men,30,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,47.0,28800 bph,,0,Bi-directional Rotating Bezel,22.0,0,,,,,28800.0,0.7,,
Classic AVI Chronograph 42 P-51 Mustang,544100,Breitling,Classic AVI,,A233803A1B1A1,"Chronograph, Small Seconds, 1/4th seconds",Automatic,Breitling 23,42.0,14.7,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,,Arabic Numerals,Steel,Silver,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,Breitling 23,Analog,Approx. 48 hours,47.0,28800 bph,,0,Bi-directional Rotating Bezel,22.0,0,,,,,28800.0,0.48,,
Classic AVI Chronograph 42 Curtiss Warhawk,516200,Breitling,Classic AVI,,A233802A1L1X1,"Chronograph, Small Seconds, 1/4th seconds",Automatic,Breitling 23,42.0,14.7,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Green,,Arabic Numerals,Leather,Brown,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,Breitling 23,Analog,Approx. 48 hours,47.0,28800 bph,,0,Bi-directional Rotating Bezel,22.0,0,,,,,28800.0,0.48,,
Super AVI B04 Chronograph GMT 46 Mosquito Night Fighter,1106700,Breitling,Classic AVI,,SB04451A1B1X1,"Chronograph, Date, GMT, Small Seconds",Automatic,Breitling B04 (Manufacture),46.0,15.9,Round,Black Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,,Arabic Numerals,Leather,Black,Folding Clasp,Titanium,,Men,100,5 Years,Switzerland,Breitling B04 (Manufacture),Analog,Approx. 70 hours,47.0,28800 bph,,0,Bi-directional Rotating Bezel,24.0,0,,,,,28800.0,0.7,,
Navitimer 32,697500,Breitling,Navitimer,,U77320E61A1U1,,SuperQuartz™,,32.0,8.0,Round,Steel & Rose Gold,,Sapphire Crystal,On Hands,White MOP,Pencil,Diamond,Steel & Rose Gold,Silver & Rose Gold,Folding Clasp,Steel,,Women,50,2 Years,Switzerland,,,,,,On Dial,0,,16.0,0,,,,,,,,
Navitimer 32,399900,Breitling,Navitimer,,A77320171C1A1,,SuperQuartz™,,32.0,8.0,Round,Steel,,Sapphire Crystal,On Hands,Blue MOP,Pencil,Diamond,Steel,Silver,Tang Buckle,Steel,,Women,50,2 Years,Switzerland,,,,,,On Dial,0,,16.0,0,,,,,,,,
Avenger B01 Chronograph 44,734700,Breitling,Avenger,,AB0147101A1A1,"Chronograph, Date, Small Seconds, 1/4th seconds",Automatic,Breitling 01 (Manufacture),44.0,15.2,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Sand,Pencil,,Steel,Silver,Folding Clasp,Steel,,Men,300,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,45.0,28800 bph,,0,Unidirectional Rotating Bezel,22.0,0,,,,,28800.0,0.7,,
Navitimer 32,483600,Breitling,Navitimer,,U77320E61A1P1,,SuperQuartz™,,32.0,8.0,Round,Steel & Rose Gold,,Sapphire Crystal,On Hands,White MOP,Pencil,Diamond,Leather,Brown,Pin Buckle,Steel,,Women,50,2 Years,Switzerland,,,,,,On Dial,0,,16.0,0,,,,,,,,
Navitimer B01 Chronograph 41,837000,Breitling,Navitimer,,AB0139A71G1A1,"Chronograph, Date, 1/4th seconds",Automatic,Breitling 01 (Manufacture),41.0,13.6,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",White,,,Steel,Silver,Folding Clasp,,,Men,30,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,47.0,28800 bph,,0,Bi-directional Rotating Bezel,22.0,0,,,,,28800.0,0.7,,
